Run Date: 10-apr-2014 
Semester: Fall 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
 	 	 	G2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
08702	Contextual Design	6.0	A2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	B2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	C2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	D2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	E2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	F2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	G2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
08703	User Interface Design and Testing	6.0	A2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	B2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	C2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	D2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	E2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
 	 	 	F2	TBA			TBA	Pittsburgh, Pennsylvania	Myers
08704	Software Design	8.0	A2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
 	 	 	B2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
 	 	 	C2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
 	 	 	D2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
 	 	 	E2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
 	 	 	F2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
 	 	 	G2	TBA			TBA	Pittsburgh, Pennsylvania	Lattanze
08705	Network Infrastructure and Wireless, PONs	6.0	A1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	B1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	C1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	D1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	E1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	F1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	G1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
08706	Web Services	8.0	A1	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	A2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	B2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	C2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	D2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	E2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	F2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	G2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
 	 	 	H2	TBA			TBA	Pittsburgh, Pennsylvania	Kesden
08708	ERP Supply Chain	6.0	A2	TBA			TBA	Pittsburgh, Pennsylvania	Kekre
 	 	 	B2	TBA			TBA	Pittsburgh, Pennsylvania	Kekre
 	 	 	C2	TBA			TBA	Pittsburgh, Pennsylvania	Kekre
 	 	 	D2	TBA			TBA	Pittsburgh, Pennsylvania	Kekre
 	 	 	E2	TBA			TBA	Pittsburgh, Pennsylvania	Kekre
 	 	 	F2	TBA			TBA	Pittsburgh, Pennsylvania	Kekre
 	 	 	G2	TBA			TBA	Pittsburgh, Pennsylvania	Kekre
08709	Privacy Technology	6.0	A1	TBA			TBA	Pittsburgh, Pennsylvania	Cranor
08710	Search Engines, Portals	6.0	A2	TBA			TBA	Pittsburgh, Pennsylvania	Carbonell
08711	Data Mining, CRM	6.0	A2	TBA			TBA	Pittsburgh, Pennsylvania	Carbonell
08712	Information Security	6.0	A1	TBA			TBA	Pittsburgh, Pennsylvania	Thibadeau
 	 	 	A2	TBA			TBA	Pittsburgh, Pennsylvania	Thibadeau
08714	Negotiation	8.0	A2	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
08730	Independent Study	6-12	A1	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	A2	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
08731	Information Security & Privacy	12.0	A	TR	10:30AM	11:50AM	NSH 1305	Pittsburgh, Pennsylvania	Sadeh
08732	Law of Computer Technology	12.0	A	TR	09:00AM	10:20AM	GHC 4307	Pittsburgh, Pennsylvania	Shamos
08733	Privacy, Policy, Law and Technology	12.0	A	TR	03:00PM	04:20PM	NSH 3002	Pittsburgh, Pennsylvania	Cranor
08741	Seminar in Data Science	3.0	A	W	09:00AM	10:20AM	GHC 4303	Pittsburgh, Pennsylvania	Nyberg
08742	Data Science Analytics Capstone Independent Study Process & Outcomes	42.0	A	M	09:00AM	10:20AM	GHC 4303	Pittsburgh, Pennsylvania	Nyberg
08745	MCDS Independent Study	3-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Nyberg
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
08749	Data Science Systems Capstone:	42.0	 	 	 	 	 	 
 	Practicum	 	A	F	03:00PM	04:50PM	GHC 4101	Pittsburgh, Pennsylvania	Gibson
 	Data Science Systems Capstone:	 	 	 	 	 	 	 
 	Independent Study	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Gibson
08761	Information Security and Privacy	6.0	A1	TR	10:30AM	11:50AM	NSH 1305	Pittsburgh, Pennsylvania	Sadeh
08763	Introduction to Human Computer Interaction for Technology Executives	6.0	A2	MW	01:30PM	02:50PM	NSH 1305	Pittsburgh, Pennsylvania	Myers
08765	Innovation Ecosystems	6.0	A1	MW	01:30PM	02:50PM	NSH 1305	Pittsburgh, Pennsylvania	Herbsleb
08841	Implementing Hardware and Software Systems for Smart Homes and Buildings:	12.0	 	 	 	 	 	 
 	Implementing Hardware and Software Sys Smart Homes and Buildings	 	A	MW	03:00PM	04:20PM	GHC 4301	Pittsburgh, Pennsylvania	Agarwal
08995	COS Internship	1-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Herbsleb
08996	COS Independent Study	1-48	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Carley
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Sadeh
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Pfeffer
 	 	 	D	TBA			DNM DNM	Pittsburgh, Pennsylvania	Cranor
 	COS Independent Study:	 	 	 	 	 	 	 
 	COS Independent Study	 	E	TBA			DNM DNM	Pittsburgh, Pennsylvania	Agarwal
 	 	 	F	TBA			DNM DNM	Pittsburgh, Pennsylvania	Herbsleb
 	 	 	H	TBA			DNM DNM	Pittsburgh, Pennsylvania	Breaux
08997	COS Graduate Reading and Research	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Carley
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Sadeh
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Pfeffer
 	 	 	D	TBA			DNM DNM	Pittsburgh, Pennsylvania	Cranor
 	COS Graduate Reading and Research:	 	 	 	 	 	 	 
 	COS Graduate Reading & Research	 	E	TBA			DNM DNM	Pittsburgh, Pennsylvania	Agarwal
 	 	 	F	TBA			DNM DNM	Pittsburgh, Pennsylvania	Herbsleb
 	 	 	H	TBA			DNM DNM	Pittsburgh, Pennsylvania	Breaux
08999	COS Practicm-Methodology	6.0	A	MW	09:00AM	10:20AM	GHC 4101	Pittsburgh, Pennsylvania	Carley
Language Technologies Institute	 	 	 	 	 	 	 	 	 	 
11344	Machine Learning in Practice	12.0	A	TR	03:00PM	04:20PM	NSH 1305	Pittsburgh, Pennsylvania	Rose
11390	LTI Minor Project - Juniors	12.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Black
11442	Search Engines	12.0	A	TR	10:30AM	11:50AM	GHC 4211	Pittsburgh, Pennsylvania	Callan
11443	Scalable Analytics	12.0	A	MW	03:30PM	04:20PM	GHC 4307	Pittsburgh, Pennsylvania	Yang
11490	LTI Minor Project - Seniors	12.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Black
11492	Speech Processing	12.0	A	MWF	03:30PM	04:20PM	DH 1209	Pittsburgh, Pennsylvania	Black
11590	LTI Minor Project - Advanced	12.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Black
11642	Search Engines	12.0	A	TR	10:30AM	11:50AM	GHC 4211	Pittsburgh, Pennsylvania	Callan
11643	Scalable Analytics	12.0	A	MW	03:30PM	04:20PM	GHC 4307	Pittsburgh, Pennsylvania	Yang
11663	Applied Machine Learning	12.0	A	TR	03:00PM	04:20PM	NSH 1305	Pittsburgh, Pennsylvania	Rose
11690	MIIS Directed Study	1-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Frederking
 	 	 	AB	TBA			TBA	Pittsburgh, Pennsylvania	Metze
 	 	 	AC	TBA			TBA	Pittsburgh, Pennsylvania	Singh
 	 	 	AK	TBA			TBA	Pittsburgh, Pennsylvania	Hovy
 	 	 	AL	TBA			TBA	Pittsburgh, Pennsylvania	Dyer
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Black
 	 	 	BB	TBA			TBA	Pittsburgh, Pennsylvania	Xing
 	 	 	BC	TBA			DNM DNM	Pittsburgh, Pennsylvania	Smola
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Callan
 	 	 	CC	TBA			TBA	Pittsburgh, Pennsylvania	Stern
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Carbonell
 	 	 	E	TBA			TBA	Pittsburgh, Pennsylvania	Eskenazi
 	 	 	EE	TBA			TBA	Pittsburgh, Pennsylvania	Smith
 	 	 	F	TBA			TBA	Pittsburgh, Pennsylvania	Hauptmann
 	 	 	GG	TBA			TBA	Pittsburgh, Pennsylvania	Fink
 	 	 	H	TBA			TBA	Pittsburgh, Pennsylvania	Lavie
 	 	 	I	TBA			TBA	Pittsburgh, Pennsylvania	Levin
 	 	 	J	TBA			TBA	Pittsburgh, Pennsylvania	Mitamura
 	 	 	L	TBA			TBA	Pittsburgh, Pennsylvania	Nyberg
 	 	 	N	TBA			TBA	Pittsburgh, Pennsylvania	Rudnicky
 	 	 	O	TBA			TBA	Pittsburgh, Pennsylvania	Rose
 	 	 	P	TBA			TBA	Pittsburgh, Pennsylvania	Waibel
 	 	 	Q	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	QQ	TBA			TBA	Pittsburgh, Pennsylvania	Ramakrishnan
 	 	 	SS	TBA			TBA	Pittsburgh, Pennsylvania	Gershman
 	 	 	V	TBA			TBA	Pittsburgh, Pennsylvania	Fahlman
 	 	 	Y	TBA			TBA	Pittsburgh, Pennsylvania	Cohen
 	 	 	Z	TBA			TBA	Pittsburgh, Pennsylvania	Brown
11693	Software Method for Biotechnology	12.0	A	MW	12:00PM	01:20PM	GHC 5222	Pittsburgh, Pennsylvania	Nyberg
11700	LTI Colloquium	3,6	A	F	02:30PM	03:50PM	DH 2315	Pittsburgh, Pennsylvania	Brown
 	 	 	B	F	02:30PM	03:50PM	DH 2315	Pittsburgh, Pennsylvania	Vu
11711	Algorithms for NLP	12.0	A	TRF	01:30PM	02:50PM	GHC 4307	Pittsburgh, Pennsylvania	Lavie, Frederking, Dyer
11713	Advanced NLP Seminar	6.0	A	R	06:00PM	07:20PM	GHC 4102	Pittsburgh, Pennsylvania	Smith
11714	Tools for NLP	6.0	A	W	04:30PM	05:50PM	WEH 5320	Pittsburgh, Pennsylvania	Hovy
11716	Graduate Seminar on Dialog Processing	6.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Rudnicky
11721	Grammars and Lexicons	12.0	A	MW	01:30PM	02:50PM	GHC 4211	Pittsburgh, Pennsylvania	Levin, Mitamura
11726	Meaning in Language Lab (Self Paced)	6.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Rose
11729	Semantics Lab	6.0	A	R	04:30PM	05:50PM	GHC 4102	Pittsburgh, Pennsylvania	Mitamura, Hovy
11732	Self-Paced Lab: MT	6.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Lavie, Dyer
11733	Multilingual Speech-to-Speech Translation Lab	6.0	A	R	01:30PM	02:50PM	WEH 4709	Pittsburgh, Pennsylvania	Black
11736	Graduate Seminar on Endangered Languages	6.0	A	T	03:00PM	04:20PM	GHC 5110	Pittsburgh, Pennsylvania	Levin, Tomokiyo, Frederking, Black
11742	Self-paced Lab: IR	6.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Yang, Callan
11751	Speech Recognition and Understanding	12.0	A	MW	04:30PM	05:50PM	GHC 4101	Pittsburgh, Pennsylvania	Metze
11754	Project Course: Dialogue Systems	6.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Rudnicky, Black
11755	Machine Learning for Signal Processing	12.0	A	TR	03:00PM	04:20PM	WEH 4623	Pittsburgh, Pennsylvania	Ramakrishnan
11757	Advanced Topics: Statistical Modeling for Spoken Dialog Systems	12.0	A	TR	12:00PM	01:20PM	GHC 4301	Pittsburgh, Pennsylvania	Eskenazi, Lee
11782	Self-Paced Lab for Computational Biology	6-12	A	TBA			TBA	Pittsburgh, Pennsylvania	Xing
11785	Lab Course on Deep Learning	12.0	A	MW	01:30PM	02:50PM	GHC 4101	Pittsburgh, Pennsylvania	Ramakrishnan
11791	Design & Engineering of Intelligent Information Systems	12.0	A	MW	03:00PM	04:20PM	MM 103	Pittsburgh, Pennsylvania	Nyberg
11899	Summarization of Documents and Interaction	12.0	A	TR	01:30PM	02:50PM	WEH 5304	Pittsburgh, Pennsylvania	Rose
11910	Directed Research	1-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Frederking
 	 	 	AA	TBA			TBA	Pittsburgh, Pennsylvania	Langmead
 	 	 	AB	TBA			TBA	Pittsburgh, Pennsylvania	Metze
 	 	 	AC	TBA			TBA	Pittsburgh, Pennsylvania	Singh
 	 	 	AD	TBA			TBA	Pittsburgh, Pennsylvania	Ganapathiraju
 	 	 	AE	TBA			TBA	Pittsburgh, Pennsylvania	Cassell
 	 	 	AF	TBA			TBA	Pittsburgh, Pennsylvania	Sycara
 	 	 	AG	TBA			TBA	Pittsburgh, Pennsylvania	Koedinger
 	 	 	AH	TBA			TBA	Pittsburgh, Pennsylvania	Brunskill
 	 	 	AI	TBA			TBA	Pittsburgh, Pennsylvania	Carley
 	 	 	AJ	TBA			TBA	Pittsburgh, Pennsylvania	Faloutsos
 	 	 	AK	TBA			TBA	Pittsburgh, Pennsylvania	Hovy
 	 	 	AL	TBA			TBA	Pittsburgh, Pennsylvania	Dyer
 	 	 	AM	TBA			TBA	Pittsburgh, Pennsylvania	Gupta
 	 	 	AN	TBA			TBA	Pittsburgh, Pennsylvania	Lane
 	 	 	AP	TBA			TBA	Pittsburgh, Pennsylvania	Kim
 	 	 	AQ	TBA			TBA	Pittsburgh, Pennsylvania	Zhang
 	 	 	AR	TBA			TBA	Pittsburgh, Pennsylvania	Bigham
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Black
 	 	 	BB	TBA			TBA	Pittsburgh, Pennsylvania	Xing
 	 	 	BC	TBA			DNM DNM	Pittsburgh, Pennsylvania	Smola
 	 	 	BD	TBA			DNM DNM	Pittsburgh, Pennsylvania	Kittur
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Callan
 	 	 	CC	TBA			TBA	Pittsburgh, Pennsylvania	Stern
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Carbonell
 	 	 	DD	TBA			TBA	Pittsburgh, Pennsylvania	Vogel
 	 	 	E	TBA			TBA	Pittsburgh, Pennsylvania	Eskenazi
 	 	 	EE	TBA			TBA	Pittsburgh, Pennsylvania	Smith
 	 	 	F	TBA			TBA	Pittsburgh, Pennsylvania	Hauptmann
 	 	 	FF	TBA			TBA	Pittsburgh, Pennsylvania	Tomasic
 	 	 	G	TBA			TBA	Pittsburgh, Pennsylvania	Lafferty
 	 	 	GG	TBA			TBA	Pittsburgh, Pennsylvania	Fink
 	 	 	H	TBA			TBA	Pittsburgh, Pennsylvania	Lavie
 	 	 	HH	TBA			TBA	Pittsburgh, Pennsylvania	Just
 	 	 	I	TBA			TBA	Pittsburgh, Pennsylvania	Levin
 	 	 	II	TBA			TBA	Pittsburgh, Pennsylvania	Savvides
 	 	 	J	TBA			TBA	Pittsburgh, Pennsylvania	Mitamura
 	 	 	JJ	TBA			TBA	Pittsburgh, Pennsylvania	Hong
 	 	 	K	TBA			TBA	Pittsburgh, Pennsylvania	Mitchell
 	 	 	KK	TBA			TBA	Pittsburgh, Pennsylvania	Chen
 	 	 	L	TBA			TBA	Pittsburgh, Pennsylvania	Nyberg
 	 	 	LL	TBA			TBA	Pittsburgh, Pennsylvania	Chang
 	 	 	M	TBA			TBA	Pittsburgh, Pennsylvania	Rosenfeld
 	 	 	MM	TBA			TBA	Pittsburgh, Pennsylvania	Maxion
 	 	 	N	TBA			TBA	Pittsburgh, Pennsylvania	Rudnicky
 	 	 	NN	TBA			TBA	Pittsburgh, Pennsylvania	Kiesler
 	 	 	O	TBA			TBA	Pittsburgh, Pennsylvania	Rose
 	 	 	OO	TBA			TBA	Pittsburgh, Pennsylvania	Sadeh
 	 	 	P	TBA			TBA	Pittsburgh, Pennsylvania	Waibel
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
 	 	 	Q	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	QQ	TBA			TBA	Pittsburgh, Pennsylvania	Ramakrishnan
 	 	 	R	TBA			TBA	Pittsburgh, Pennsylvania	Schultz
 	 	 	RR	TBA			TBA	Pittsburgh, Pennsylvania	Reddy
 	 	 	S	TBA			TBA	Pittsburgh, Pennsylvania	Mostow
 	 	 	SS	TBA			TBA	Pittsburgh, Pennsylvania	Gershman
 	 	 	T	TBA			TBA	Pittsburgh, Pennsylvania	Smith
 	 	 	TT	TBA			TBA	Pittsburgh, Pennsylvania	Neill
 	 	 	U	TBA			TBA	Pittsburgh, Pennsylvania	Klein-Seetharaman
 	 	 	UU	TBA			TBA	Pittsburgh, Pennsylvania	Jin
 	 	 	V	TBA			TBA	Pittsburgh, Pennsylvania	Fahlman
 	 	 	VV	TBA			TBA	Pittsburgh, Pennsylvania	Von Ahn Arellano
 	 	 	W	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	WW	TBA			TBA	Pittsburgh, Pennsylvania	Aleven
 	 	 	X	TBA			TBA	Pittsburgh, Pennsylvania	Bar-Joseph
 	 	 	XX	TBA			DNM DNM	Pittsburgh, Pennsylvania	Kraut
 	 	 	Y	TBA			TBA	Pittsburgh, Pennsylvania	Cohen
 	 	 	YY	TBA			DNM DNM	Pittsburgh, Pennsylvania	Breaux
 	 	 	Z	TBA			TBA	Pittsburgh, Pennsylvania	Brown
 	 	 	ZZ	TBA			TBA	Pittsburgh, Pennsylvania	Nourbakhsh
11920	Independent Study: Breadth	1-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Frederking
 	 	 	AA	TBA			TBA	Pittsburgh, Pennsylvania	Langmead
 	 	 	AB	TBA			TBA	Pittsburgh, Pennsylvania	Metze
 	 	 	AC	TBA			TBA	Pittsburgh, Pennsylvania	Singh
 	 	 	AH	TBA			TBA	Pittsburgh, Pennsylvania	Brunskill
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Black
 	 	 	BB	TBA			TBA	Pittsburgh, Pennsylvania	Xing
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Callan
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Carbonell
 	 	 	DD	TBA			TBA	Pittsburgh, Pennsylvania	Vogel
 	 	 	E	TBA			TBA	Pittsburgh, Pennsylvania	Eskenazi
 	 	 	F	TBA			TBA	Pittsburgh, Pennsylvania	Hauptmann
 	 	 	G	TBA			TBA	Pittsburgh, Pennsylvania	Lafferty
 	 	 	H	TBA			TBA	Pittsburgh, Pennsylvania	Lavie
 	 	 	I	TBA			TBA	Pittsburgh, Pennsylvania	Levin
 	 	 	J	TBA			TBA	Pittsburgh, Pennsylvania	Mitamura
 	 	 	K	TBA			TBA	Pittsburgh, Pennsylvania	Mitchell
 	 	 	L	TBA			TBA	Pittsburgh, Pennsylvania	Nyberg
 	 	 	M	TBA			TBA	Pittsburgh, Pennsylvania	Rosenfeld
 	 	 	N	TBA			TBA	Pittsburgh, Pennsylvania	Rudnicky
 	 	 	O	TBA			TBA	Pittsburgh, Pennsylvania	Rose
 	 	 	P	TBA			TBA	Pittsburgh, Pennsylvania	Waibel
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
 	 	 	Q	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	QQ	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	R	TBA			TBA	Pittsburgh, Pennsylvania	Schultz
 	 	 	S	TBA			TBA	Pittsburgh, Pennsylvania	Mostow
 	 	 	SS	TBA			TBA	Pittsburgh, Pennsylvania	Gershman
 	 	 	T	TBA			TBA	Pittsburgh, Pennsylvania	Smith
 	 	 	U	TBA			TBA	Pittsburgh, Pennsylvania	Klein-Seetharaman
 	 	 	V	TBA			TBA	Pittsburgh, Pennsylvania	Fahlman
 	 	 	W	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	X	TBA			TBA	Pittsburgh, Pennsylvania	Bar-Joseph
 	 	 	Y	TBA			TBA	Pittsburgh, Pennsylvania	Cohen
 	 	 	Z	TBA			TBA	Pittsburgh, Pennsylvania	Brown
11925	Independent Study: Area	1-48	A	TBA			TBA	Pittsburgh, Pennsylvania	Frederking
 	 	 	A0	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	AB	TBA			TBA	Pittsburgh, Pennsylvania	Metze
 	 	 	AD	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	AH	TBA			TBA	Pittsburgh, Pennsylvania	Brunskill
 	 	 	AI	TBA			TBA	Pittsburgh, Pennsylvania	Carley
 	 	 	AJ	TBA			TBA	Pittsburgh, Pennsylvania	Faloutsos
 	 	 	AK	TBA			TBA	Pittsburgh, Pennsylvania	Hovy
 	 	 	AL	TBA			TBA	Pittsburgh, Pennsylvania	Dyer
 	 	 	AM	TBA			TBA	Pittsburgh, Pennsylvania	Gupta
 	 	 	AN	TBA			TBA	Pittsburgh, Pennsylvania	Lane
 	 	 	AP	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Black
 	 	 	BB	TBA			TBA	Pittsburgh, Pennsylvania	Xing
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Callan
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Carbonell
 	 	 	DD	TBA			TBA	Pittsburgh, Pennsylvania	Vogel
 	 	 	E	TBA			TBA	Pittsburgh, Pennsylvania	Eskenazi
 	 	 	EE	TBA			TBA	Pittsburgh, Pennsylvania	Smith
 	 	 	F	TBA			TBA	Pittsburgh, Pennsylvania	Hauptmann
 	 	 	G	TBA			TBA	Pittsburgh, Pennsylvania	Lafferty
 	 	 	H	TBA			TBA	Pittsburgh, Pennsylvania	Lavie
 	 	 	I	TBA			TBA	Pittsburgh, Pennsylvania	Levin
 	 	 	J	TBA			TBA	Pittsburgh, Pennsylvania	Mitamura
 	 	 	K	TBA			TBA	Pittsburgh, Pennsylvania	Mitchell
 	 	 	L	TBA			TBA	Pittsburgh, Pennsylvania	Nyberg
 	 	 	M	TBA			TBA	Pittsburgh, Pennsylvania	Rosenfeld
 	 	 	N	TBA			TBA	Pittsburgh, Pennsylvania	Rudnicky
 	 	 	O	TBA			TBA	Pittsburgh, Pennsylvania	Rose
 	 	 	P	TBA			TBA	Pittsburgh, Pennsylvania	Waibel
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
 	 	 	Q	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	R	TBA			TBA	Pittsburgh, Pennsylvania	Schultz
 	 	 	S	TBA			TBA	Pittsburgh, Pennsylvania	Mostow
 	 	 	SS	TBA			TBA	Pittsburgh, Pennsylvania	Gershman
 	 	 	T	TBA			TBA	Pittsburgh, Pennsylvania	Smith
 	 	 	U	TBA			TBA	Pittsburgh, Pennsylvania	Klein-Seetharaman
 	 	 	V	TBA			TBA	Pittsburgh, Pennsylvania	Fahlman
 	 	 	W	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	X	TBA			TBA	Pittsburgh, Pennsylvania	Bar-Joseph
 	 	 	Y	TBA			TBA	Pittsburgh, Pennsylvania	Cohen
 	 	 	Z	TBA			TBA	Pittsburgh, Pennsylvania	Brown
11927	MIIS Capstone Project	36.0	Lec	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
11928	Masters Thesis I	5-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Frederking
 	 	 	AB	TBA			TBA	Pittsburgh, Pennsylvania	Metze
 	 	 	AE	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			TBA	Pittsburgh, Pennsylvania	Black
 	 	 	BB	TBA			TBA	Pittsburgh, Pennsylvania	Xing
 	 	 	C	TBA			TBA	Pittsburgh, Pennsylvania	Callan
 	 	 	D	TBA			TBA	Pittsburgh, Pennsylvania	Carbonell
 	 	 	DD	TBA			TBA	Pittsburgh, Pennsylvania	Vogel
 	 	 	E	TBA			TBA	Pittsburgh, Pennsylvania	Eskenazi
 	 	 	F	TBA			TBA	Pittsburgh, Pennsylvania	Hauptmann
 	 	 	G	TBA			TBA	Pittsburgh, Pennsylvania	Lafferty
 	 	 	H	TBA			TBA	Pittsburgh, Pennsylvania	Lavie
 	 	 	I	TBA			TBA	Pittsburgh, Pennsylvania	Levin
 	 	 	J	TBA			TBA	Pittsburgh, Pennsylvania	Mitamura
 	 	 	K	TBA			TBA	Pittsburgh, Pennsylvania	Mitchell
 	 	 	L	TBA			TBA	Pittsburgh, Pennsylvania	Nyberg
 	 	 	M	TBA			TBA	Pittsburgh, Pennsylvania	Rosenfeld
 	 	 	N	TBA			TBA	Pittsburgh, Pennsylvania	Rudnicky
 	 	 	O	TBA			TBA	Pittsburgh, Pennsylvania	Rose
 	 	 	P	TBA			TBA	Pittsburgh, Pennsylvania	Waibel
 	 	 	PP	TBA			TBA	Lisbon, Portugal	Instructor TBA
 	 	 	Q	TBA			TBA	Pittsburgh, Pennsylvania	Yang
 	 	 	R	TBA			TBA	Pittsburgh, Pennsylvania	Schultz
 	 	 	S	TBA			TBA	Pittsburgh, Pennsylvania	Mostow
 	 	 	SS	TBA			TBA	Pittsburgh, Pennsylvania	Gershman
 	 	 	T	TBA			TBA	Pittsburgh, Pennsylvania	Smith
 	 	 	TT	TBA			DNM DNM	Pittsburgh, Pennsylvania	Neill
 	 	 	U	TBA			TBA	Pittsburgh, Pennsylvania	Klein-Seetharaman
 	 	 	V	TBA			TBA	Pittsburgh, Pennsylvania	Fahlman
 	 	 	W	TBA			TBA	Pittsburgh, Pennsylvania	Yang
